log_level,message,Drain_cluster_id,KMeans_cluster_id,template
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
INFO,received connection request /10.10.34.11:49566,2,26,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
INFO,received connection request /10.10.34.11:49590,2,26,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
INFO,received connection request /10.10.34.13:47032,2,26,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
INFO,received connection request /10.10.34.12:49786,2,2,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,interrupting sendworker,6,1,interrupting sendworker
INFO,received connection request /10.10.34.11:49662,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
INFO,received connection request /10.10.34.12:49822,2,2,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
INFO,received connection request /10.10.34.13:47115,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
INFO,received connection request /10.10.34.13:47199,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
INFO,received connection request /10.10.34.13:47234,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
INFO,received connection request /10.10.34.12:49993,2,23,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,send worker leaving thread,3,3,send worker leaving thread
INFO,received connection request /10.10.34.13:47282,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,send worker leaving thread,3,3,send worker leaving thread
INFO,received connection request /10.10.34.11:49880,2,2,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,send worker leaving thread,3,3,send worker leaving thread
INFO,received connection request /10.10.34.13:47340,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
INFO,received connection request /10.10.34.13:47342,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
INFO,received connection request /10.10.34.11:49938,2,2,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
INFO,received connection request /10.10.34.11:49949,2,22,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
INFO,received connection request /10.10.34.11:49957,2,2,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
INFO,received connection request /10.10.34.13:47454,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
INFO,received connection request /10.10.34.13:47464,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
INFO,received connection request /10.10.34.13:47500,2,38,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,interrupting sendworker,6,1,interrupting sendworker
INFO,closed socket connection for client /10.10.34.13:54265 (no session established for client),30,39,closed socket connection for client /<NUM>.<NUM>.<NUM>.<NUM>:<NUM> (no session established for client)
,"2015-07-29 19:54:00,915 - info  [workerreceiver[myid=3]:fastleaderelection@542] - notification: 3 (n.leader), 0x10000006b (n.zxid), 0x2 (n.round), looking (n.state), 3 (n.sid), 0x1 (n.peerepoch), looking (my state)",24,15,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - info [workerreceiver[myid=<NUM>]:fastleaderelection@<NUM>] - notification: <NUM> (n.leader), <*> (n.zxid), <*> (n.round), <*> (n.state), <NUM> (n.sid), <*> (n.peerepoch), <*> (my state)"
INFO,closed socket connection for client /10.10.34.13:54294 (no session established for client),30,39,closed socket connection for client /<NUM>.<NUM>.<NUM>.<NUM>:<NUM> (no session established for client)
INFO,accepted socket connection from /10.10.34.13:54298,11,18,accepted socket connection from /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
INFO,accepted socket connection from /10.10.34.13:54310,11,18,accepted socket connection from /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
INFO,established session 0x34ed9ac1c1e0007 with negotiated timeout 10000 for client /10.10.34.12:59224,10,7,established session <*> with negotiated timeout <NUM> for client /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,connection request from old client /10.10.34.12:59230; will be dropped if server is in r-o mode,13,10,connection request from old client /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>; will be dropped if server is in r-o mode
INFO,accepted socket connection from /10.10.34.12:59235,11,18,accepted socket connection from /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
INFO,client attempting to establish new session at /10.10.34.17:51260,9,37,client attempting to <*> <*> <*> at /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
INFO,client attempting to establish new session at /10.10.34.38:43508,9,11,client attempting to <*> <*> <*> at /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,caught end of stream exception,8,9,caught end of stream exception
INFO,established session 0x34ed9ac1c1e002e with negotiated timeout 10000 for client /10.10.34.42:39469,10,7,established session <*> with negotiated timeout <NUM> for client /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
INFO,established session 0x34ed9ac1c1e0036 with negotiated timeout 10000 for client /10.10.34.36:37583,10,7,established session <*> with negotiated timeout <NUM> for client /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
INFO,client attempting to establish new session at /10.10.34.39:45022,9,11,client attempting to <*> <*> <*> at /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
INFO,accepted socket connection from /10.10.34.41:54923,11,27,accepted socket connection from /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
INFO,accepted socket connection from /10.10.34.11:35811,11,18,accepted socket connection from /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,caught end of stream exception,8,9,caught end of stream exception
INFO,accepted socket connection from /10.10.34.11:37021,11,18,accepted socket connection from /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
INFO,closed socket connection for client /10.10.34.12:59284 which had sessionid 0x34ed9ac1c1e0059,7,33,closed socket connection for client /<NUM>.<NUM>.<NUM>.<NUM>:<NUM> which had sessionid <*>
WARN,caught end of stream exception,8,9,caught end of stream exception
INFO,client attempting to establish new session at /10.10.34.13:54387,9,11,client attempting to <*> <*> <*> at /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
INFO,established session 0x34ed9ac1c1e0064 with negotiated timeout 10000 for client /10.10.34.11:37111,10,7,established session <*> with negotiated timeout <NUM> for client /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,connection request from old client /10.10.34.11:37116; will be dropped if server is in r-o mode,13,10,connection request from old client /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>; will be dropped if server is in r-o mode
INFO,accepted socket connection from /10.10.34.11:37330,11,18,accepted socket connection from /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
INFO,closed socket connection for client /10.10.34.18:46783 which had sessionid 0x34ed9ac1c1e0086,7,14,closed socket connection for client /<NUM>.<NUM>.<NUM>.<NUM>:<NUM> which had sessionid <*>
INFO,closed socket connection for client /10.10.34.11:40581 which had sessionid 0x34ed9ac1c1e0093,7,14,closed socket connection for client /<NUM>.<NUM>.<NUM>.<NUM>:<NUM> which had sessionid <*>
WARN,caught end of stream exception,8,9,caught end of stream exception
INFO,accepted socket connection from /10.10.34.12:59323,11,18,accepted socket connection from /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,connection request from old client /10.10.34.13:54616; will be dropped if server is in r-o mode,13,10,connection request from old client /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>; will be dropped if server is in r-o mode
WARN,connection request from old client /10.10.34.14:49822; will be dropped if server is in r-o mode,13,10,connection request from old client /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>; will be dropped if server is in r-o mode
INFO,closed socket connection for client /10.10.34.11:41160 which had sessionid 0x34ed9ac1c1e00a9,7,33,closed socket connection for client /<NUM>.<NUM>.<NUM>.<NUM>:<NUM> which had sessionid <*>
INFO,accepted socket connection from /10.10.34.12:59359,11,27,accepted socket connection from /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
INFO,accepted socket connection from /10.10.34.13:54649,11,18,accepted socket connection from /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
INFO,accepted socket connection from /10.10.34.11:41732,11,18,accepted socket connection from /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,caught end of stream exception,8,9,caught end of stream exception
WARN,"connection broken for id 1, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
INFO,established session 0x34ed9ac1c1e00d1 with negotiated timeout 10000 for client /10.10.34.11:49255,10,7,established session <*> with negotiated timeout <NUM> for client /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
,"2015-07-30 17:57:38,413 - info  [quorumpeer[myid=3]/0:0:0:0:0:0:0:0:2181:quorumpeer@670] - looking",19,34,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - info [quorumpeer[myid=<NUM>]/<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:quorumpeer@<NUM>] - <*>"
